cloudletId;length;FileSize;OutputSize
156;2500;20;80
157;3000;40;20
158;2000;20;20
159;1000;120;200
160;3500;80;120
161;5000;20;120
162;3500;20;20
163;3000;20;300
164;1500;200;40
165;1500;200;20
166;1500;120;300
167;1500;40;300
168;5000;20;20
169;2500;80;200
170;2000;40;200
171;1500;40;300
172;4500;40;20
173;3000;20;200
174;2000;120;120
175;3500;300;20
176;2500;20;20
177;1000;200;200
178;3000;300;20
179;1000;40;120
180;3000;40;40
181;2000;80;20
182;4000;40;80
183;1000;80;80
184;2500;200;80
185;2000;80;40
186;4500;40;20
187;4000;40;200
188;1500;300;20
189;4000;120;80
190;4000;20;300
191;3500;80;40
192;2000;20;300
193;4500;20;80
194;4000;300;80
195;2000;20;40
196;3000;40;40
197;3000;300;300
198;4000;80;80
199;2500;80;120
200;4500;40;120
201;5000;40;300
202;4000;20;80
203;4000;80;300
204;3500;300;40
205;4000;120;200
206;3000;300;40
207;3000;20;200
208;3000;300;300
209;4000;300;300
210;2500;200;120
211;3000;20;300
212;1500;40;300
213;1000;80;300
214;5000;200;300
215;3000;300;120
216;4000;200;200
217;2500;80;80
218;3500;300;20
219;3000;40;40
220;4500;200;200
221;5000;80;300
222;2500;40;40
223;4500;40;300
224;3500;300;40
225;3000;200;80
226;4000;40;200
227;4500;120;40
228;1500;40;200
229;3000;40;40
230;2500;120;40
231;4000;80;200
232;1000;80;300
233;2500;300;300
234;4500;120;40
235;1500;40;20
236;1000;200;120
237;5000;300;120
238;1000;20;120
239;1500;300;300
240;2000;40;20
241;1500;40;20
242;2500;200;80
243;4000;200;300
244;1500;20;80
245;3000;20;40
246;5000;80;300
247;1500;20;200
248;3000;80;200
249;4500;200;120
250;5000;80;200
251;4500;40;300
252;2500;300;40
253;2500;200;300
254;3000;120;120
255;3000;80;200
256;2000;80;80
257;3000;200;40
258;1000;40;120
259;2500;40;120
260;2500;200;120
261;3500;20;300
262;3500;120;80
263;2000;80;20
264;2500;200;40
265;2000;300;200
266;1000;20;120
267;1500;120;200
268;1500;200;300
269;3500;20;300
270;4000;120;120
271;5000;20;120
272;1500;120;200
273;3500;300;300
274;3500;300;300
275;1500;40;300
276;1500;40;40
277;1500;200;40
278;3000;200;40
279;3500;40;300
280;4000;200;300
281;3500;120;200
282;3500;300;200
283;2000;80;80
284;1500;80;40
285;3000;120;20
286;4500;120;40
287;3000;200;20
288;1000;200;200
289;4000;40;300
290;1000;40;120
291;3000;80;20
292;3500;300;20
293;3500;120;120
294;1000;20;80
295;1500;200;40
296;5000;80;20
297;1500;300;40
298;3500;200;20
299;3000;200;120
300;1500;200;40
301;1000;20;300
302;2500;40;300
303;3500;120;80
304;5000;40;20
305;3000;20;20
306;3500;120;300
307;3000;300;300
308;4500;20;40
309;1000;20;200
310;3500;200;80
311;4500;120;80
312;4000;300;80
313;4000;200;200
314;2000;200;200
315;3500;120;20
316;1000;120;200
317;3500;40;120
318;5000;20;20
319;1500;80;300
320;3500;200;80
321;2000;200;120
322;5000;300;20
323;4000;300;40
324;1000;80;300
325;3000;40;20
326;3500;120;80
327;3000;20;20
328;4500;20;80
329;3000;80;200
330;5000;120;80
331;2500;300;120
332;2500;80;20
333;3000;80;200
334;3500;200;20
335;5000;20;40
336;2000;200;20
337;5000;40;80
338;1000;80;20
339;1000;80;20
340;3500;120;20
341;2500;200;40
342;4000;300;40
343;5000;120;20
344;3000;20;20
345;4500;20;80
346;2500;120;20
347;4000;80;40
348;5000;120;300
349;1500;120;20
350;2000;120;40
351;2000;300;20
352;3500;40;120
353;3500;200;40
354;1500;40;80
355;4000;300;80
356;2000;300;200
357;4500;20;80
358;2000;300;300
359;3000;80;300
360;2500;40;300
361;2500;200;300
362;1000;120;40
363;5000;300;20
364;3000;80;20
365;2500;80;80
366;2500;40;200
367;5000;120;200
368;2000;80;200
369;5000;40;40
370;2500;200;80
371;5000;40;20
372;2500;20;20
373;4500;300;120
374;2000;20;20
375;3500;120;200
376;2000;120;300
377;1500;200;300
378;5000;20;200
379;5000;20;300
380;1500;200;20
381;5000;300;200
382;4500;40;120
383;4500;20;40
384;5000;40;120
385;1500;40;300
386;5000;300;120
387;5000;20;80
388;4000;200;300
389;3500;120;40
390;2500;80;300
391;4500;40;40
392;4000;80;120
393;1000;200;200
394;2500;80;20
395;4000;80;200
396;2000;80;120
397;3000;120;20
398;5000;40;120
399;2500;80;40
400;2500;120;120
401;1500;40;40
402;1000;20;120
403;3000;80;40
404;2500;40;80
405;2500;300;80
406;5000;80;40
407;1500;120;200
408;2500;300;120
409;1000;40;20
410;1500;20;80
411;1000;80;200
412;5000;80;200
413;3000;80;200
414;5000;200;300
415;5000;200;80
416;2000;300;80
417;4500;20;300
418;1000;200;40
419;1500;80;200
420;2500;300;20
421;1000;40;300
422;2500;120;80
423;2000;20;200
424;2500;20;20
425;4000;80;120
426;5000;120;200
427;3000;80;40
428;4000;80;20
429;2500;20;300
430;2000;20;80
431;3500;300;120
432;1500;120;20
433;1500;20;40
434;2500;200;300
435;2500;200;200
436;4000;120;120
437;3500;40;120
438;5000;80;300
439;3000;20;200
440;3500;300;120
441;2000;80;300
442;3500;200;20
443;1500;40;80
444;4500;20;40
445;3000;300;200
446;3000;40;80
447;2000;40;20
448;3000;300;120
449;4500;200;40
450;4000;300;80
451;3000;120;40
452;2500;300;120
453;3000;20;40
454;2500;20;120
455;2500;40;80
456;2500;20;80
457;4000;120;40
458;2500;300;300
459;4000;80;120
460;4500;20;200
461;4500;120;120
462;4000;120;120
463;1000;80;80
464;3500;40;200
465;4500;300;20
466;4500;40;200
467;2500;80;200
468;5000;80;300
469;3500;300;300
470;4000;80;40
471;3000;200;80
472;4000;20;200
473;5000;80;40
474;3000;40;20
475;4000;200;300
476;4500;20;40
477;2500;80;300
478;2500;20;300
479;4500;80;120
480;3000;40;80
481;4500;200;200
482;2500;200;80
483;5000;120;120
484;1000;200;300
485;4500;200;40
486;4500;80;200
487;2500;20;200
488;4000;80;200
489;1000;40;20
490;1000;300;200
491;3500;40;120
492;2000;120;120
493;4000;80;200
494;1000;300;40
495;4000;120;200
496;4000;120;40
497;1500;300;80
498;3500;120;200
499;5000;80;40
500;4000;20;200
501;1000;80;80
502;2000;20;40
503;2500;40;200
504;5000;40;20
505;1000;80;200
506;2000;120;300
507;1000;200;120
508;4500;300;120
509;4000;300;120
510;2000;80;40
511;1500;120;80
512;3000;120;20
513;4000;200;200
514;1500;120;120
515;5000;200;120
516;3500;20;300
517;4500;80;200
518;3000;200;200
519;3000;200;40
520;3500;120;20
521;3500;80;80
522;2500;40;20
523;1000;300;300
524;4500;40;40
525;4000;300;200
526;3500;40;200
527;1500;20;40
528;3500;200;300
529;2000;40;200
530;4500;20;200
531;4000;120;20
532;2500;120;80
533;1500;20;120
534;3500;120;120
535;2500;200;40
536;4500;80;80
537;3000;80;200
538;1500;20;40
539;2000;200;40
540;1000;40;20
541;2000;200;200
542;2000;80;120
543;4500;20;40
544;5000;120;20
545;2000;200;120
546;4500;200;40
547;2000;120;20
548;1000;300;20
549;5000;40;20
550;2000;120;200
551;3000;40;80
552;2500;80;120
553;1500;300;300
554;4000;40;40
555;1000;120;40
556;1500;40;300
557;4500;120;300
558;4000;120;200
559;3500;20;20
560;2000;300;120
561;1000;200;80
562;4000;120;200
563;3500;120;20
564;1000;300;200
565;2500;200;80
566;4000;20;80
567;5000;200;40
568;3500;80;300
569;4500;80;40
570;4000;80;120
571;4500;300;40
572;2500;20;200
573;2000;40;200
574;1000;200;20
575;3500;20;80
576;3500;20;200
577;3500;120;300
578;4000;40;200
579;1500;40;200
580;4000;120;120
581;5000;120;120
582;3500;80;200
583;3000;40;20
584;4500;120;80
585;1000;300;300
586;5000;300;20
587;4000;20;200
588;2500;80;300
589;4500;300;300
590;5000;120;200
591;2000;40;200
592;3500;120;80
593;1500;80;20
594;3500;200;40
595;4500;200;200
596;1000;80;300
597;3000;80;200
598;1500;200;300
599;4500;40;200
600;4000;300;20
601;3500;300;20
602;3500;120;300
603;3500;40;40
604;2000;80;300
605;3500;200;120
606;3000;300;300
607;1000;120;300
608;3500;200;300
609;5000;80;80
610;2500;40;120
611;4500;20;20
612;1000;300;40
613;3000;80;20
614;3000;120;200
615;1500;20;20
616;3000;120;40
617;4500;40;120
618;2500;20;120
619;1500;80;40
620;2500;120;40
621;3000;200;300
622;1500;120;20
623;1500;300;20
624;4500;20;80
625;1000;20;120
626;2500;300;40
627;3000;20;120
628;1000;300;40
629;5000;200;120
630;2000;200;300
631;4000;40;300
632;4000;300;20
633;5000;120;300
634;4000;80;200
635;5000;200;80
636;3000;200;20
637;2000;300;80
638;2500;200;200
639;2500;80;20
640;1000;80;40
641;3000;80;120
642;4000;40;20
643;5000;200;300
644;1500;120;200
645;5000;200;300
646;2000;300;120
647;2000;20;40
648;4000;20;300
649;1500;80;40
650;3500;40;200
651;4500;120;80
652;3000;20;200
653;1500;40;200
654;2500;20;80
655;2000;120;20
656;4000;40;40
657;2000;80;120
658;2500;80;80
659;4500;120;40
660;1500;200;200
661;3500;200;300
662;2500;20;80
663;2500;40;80
664;1000;200;200
665;3000;40;80
666;4500;120;80
667;3500;20;300
668;2000;200;300
669;1000;200;300
670;2500;20;80
671;3500;120;80
672;1000;40;300
673;5000;200;20
674;3500;300;200
675;2500;120;40
676;3000;80;40
677;3000;80;40
678;3000;300;200
679;2000;120;20
680;5000;40;40
681;5000;40;120
682;5000;120;40
683;1500;80;20
684;2500;300;120
685;4000;20;20
686;1000;80;40
687;3000;80;120
688;4000;120;200
689;5000;200;120
690;5000;200;300
691;4000;120;200
692;4000;300;120
693;4500;120;80
694;3000;40;40
695;2500;120;80
696;2000;20;40
697;1500;80;120
698;4000;200;120
699;1500;20;200
700;5000;300;120
701;4000;300;120
702;4000;300;40
703;2000;20;120
704;2000;120;200
705;4000;200;120
706;4500;120;40
707;1000;300;300
708;1000;300;80
709;2000;20;200
710;1500;40;20
711;2000;40;80
712;3000;200;120
713;4000;300;120
714;1000;80;20
715;1000;80;200
716;1500;200;200
717;1000;120;300
718;4000;300;200
719;1000;200;80
720;5000;120;20
721;2500;300;20
722;3000;120;20
723;2000;40;300
724;3000;20;80
725;2000;300;300
726;1000;80;80
727;3500;200;120
728;3000;20;20
729;1500;200;80
730;4000;20;120
731;3500;120;20
732;1000;120;80
733;2000;120;40
734;4500;20;200
735;5000;80;200
736;3500;300;80
737;1000;200;80
738;3500;120;200
739;2500;80;20
740;4500;300;40
741;1500;40;200
742;1500;300;200
743;3500;120;40
744;2500;20;120
745;2500;20;120
746;2500;200;120
747;4500;120;120
748;2000;300;40
749;1500;80;200
750;2000;80;20
751;4000;300;120
752;1000;20;40
753;3000;120;200
754;4500;40;80
755;5000;200;40
756;4500;120;40
757;2000;300;200
758;2500;40;80
759;1500;80;40
760;5000;200;300
761;3000;200;200
762;3500;80;20
763;2500;80;20
764;5000;200;80
765;1500;40;20
766;3000;200;120
767;3500;20;40
768;1000;200;120
769;4500;120;120
770;3500;120;300
771;2500;300;200
772;4500;80;120
773;3000;120;20
774;3000;80;40
775;2000;200;120
776;3500;80;200
777;1000;80;80
778;3500;40;80
779;1500;20;20
780;5000;200;40
781;4500;200;120
782;4000;20;200
783;3500;300;80
784;4000;40;200
785;2500;200;120
786;5000;40;20
787;1500;120;120
788;2000;40;120
789;4500;120;200
790;4500;20;300
791;3000;120;120
792;3000;300;20
793;2500;20;120
794;4500;200;80
795;3000;40;300
796;3500;120;200
797;2500;120;300
798;2000;300;300
799;3000;200;200
800;4000;40;200
801;3000;20;200
802;3000;200;20
803;2500;20;200
804;2500;120;80
805;5000;40;80
806;2000;20;80
807;4500;120;200
808;5000;80;120
809;1000;80;80
810;4000;120;300
811;4000;200;300
812;3000;40;200
813;4500;300;300
814;1000;200;80
815;2500;120;80
816;5000;300;80
817;2000;40;20
818;4500;300;200
819;2000;200;200
820;1500;200;40
821;1500;200;20
822;3500;80;20
823;1000;80;200
824;3500;20;40
825;2500;300;200
826;1500;40;120
827;5000;200;200
828;5000;200;300
829;5000;200;80
830;2000;200;80
831;4500;200;20
832;3500;300;80
833;2000;20;40
834;1500;80;120
835;3500;80;40
836;2500;20;300
837;2000;300;300
838;2000;40;120
839;3500;120;120
840;3500;40;200
841;5000;20;40
842;1500;40;80
843;1000;40;20
844;3000;120;80
845;2500;200;300
846;3500;200;40
847;2000;80;80
848;2000;80;40
849;2500;40;120
850;4500;120;80
851;1500;120;200
852;4500;20;300
853;5000;80;120
854;1500;40;200
855;3000;200;120
856;4000;200;40
857;1000;80;20
858;4500;200;300
859;1000;300;300
860;3500;120;300
861;1500;80;200
862;1000;80;20
863;5000;300;40
864;1000;120;120
865;5000;300;300
866;3000;120;40
867;1500;80;300
868;4000;40;40
869;4500;120;300
870;1500;40;200
871;4500;120;120
872;5000;20;120
873;2000;300;300
874;2500;200;120
875;4000;40;200
876;5000;20;80
877;1000;120;300
878;2500;40;40
879;2000;80;40
880;3500;40;40
881;1000;300;80
882;2500;120;200
883;3000;300;40
884;1500;40;300
885;4000;120;40
886;2500;40;200
887;3000;40;120
888;2000;80;120
889;3500;80;200
890;2000;80;80
891;2500;200;200
892;4500;20;200
893;1500;80;80
894;3500;40;80
895;1500;40;120
896;1500;200;200
897;5000;20;20
898;4000;20;40
899;4500;80;300
900;1500;80;40
901;2000;300;40
902;2500;20;80
903;5000;40;40
904;4500;80;120
905;4000;40;200
906;5000;20;200
907;3500;40;20
908;1000;20;120
909;2500;40;200
910;1000;80;300
911;1000;300;200
912;2000;40;300
913;5000;200;40
914;2000;20;200
915;1500;80;80
916;2000;300;80
917;1000;40;300
918;2500;80;120
919;2500;300;300
920;1000;200;20
921;4500;80;120
922;3000;300;20
923;1000;300;80
924;2500;300;300
925;4500;80;40
926;1500;200;120
927;1500;120;20
928;1500;20;80
929;3500;120;200
930;1500;40;300
931;3000;120;20
932;5000;20;20
933;3500;40;80
934;3500;20;120
935;2000;300;40
936;4000;200;300
937;2000;300;200
938;2500;40;120
939;5000;80;40
940;4000;40;120
941;2000;80;120
942;3500;120;200
943;2000;80;20
944;2000;20;20
945;4500;300;80
946;2000;40;80
947;4000;120;40
948;2000;300;20
949;3500;20;20
950;1000;20;80
951;5000;40;20
952;1500;40;120
953;5000;20;120
954;2500;40;40
955;2500;40;40
956;3500;80;80
957;4500;300;80
958;5000;20;80
959;1000;300;40
960;5000;20;300
961;5000;40;20
962;4500;200;300
963;1000;20;200
964;5000;300;120
965;4000;40;200
966;5000;300;20
967;4500;80;120
968;5000;20;120
969;4500;300;200
970;4500;40;80
971;5000;80;200
972;5000;300;80
973;3500;200;40
974;4500;120;20
975;3000;80;20
976;4000;300;200
977;1500;300;300
978;1500;20;200
979;2000;40;80
980;1000;300;200
981;1500;80;40
982;3000;40;20
983;2000;40;200
984;4500;80;20
985;3500;200;120
986;4500;20;20
987;4500;20;120
988;1000;40;300
989;2000;40;120
990;1500;40;80
991;4500;120;200
992;5000;40;300
993;1000;20;200
994;4500;20;20
995;5000;120;200
996;4500;200;80
997;5000;300;200
998;5000;300;120
999;1500;40;40
1000;3500;120;200
1001;3500;80;80
1002;1000;200;300
1003;2000;200;40
1004;1000;40;120
1005;4500;300;40
1006;2500;120;20
1007;2500;120;80
1008;2000;80;80
1009;3500;80;300
1010;4000;300;80
1011;4500;80;40
1012;5000;20;300
1013;4500;300;120
1014;3500;40;20
1015;3500;200;300
1016;5000;80;300
1017;4500;120;40
1018;2500;200;120
1019;3500;40;80
1020;4000;120;40
1021;3000;20;40
1022;3000;20;200
1023;4500;200;300
1024;4000;120;300
1025;5000;40;300
1026;2500;300;40
1027;2500;80;300
1028;2500;40;40
1029;4500;120;40
1030;3500;20;120
1031;1000;20;20
1032;1000;300;40
1033;1500;120;20
1034;2500;40;40
1035;3500;20;40
1036;2000;40;80
1037;4500;120;200
1038;4000;20;80
1039;3000;120;20
1040;4500;20;300
1041;1500;40;80
1042;3500;200;80
1043;2500;300;40
1044;3500;120;20
1045;2500;300;40
1046;1000;20;40
1047;4500;200;80
1048;3000;20;20
1049;3500;40;120
1050;3000;80;120
1051;2500;120;120
1052;5000;20;120
1053;2000;20;120
1054;3500;20;40
1055;3500;120;300
1056;4000;120;20
1057;2500;300;40
1058;5000;300;20
1059;1000;20;80
1060;2000;200;80
1061;2000;120;80
1062;5000;80;200
1063;2000;120;80
1064;1500;20;20
1065;3500;40;200
1066;1000;80;20
1067;4500;80;120
1068;3500;300;200
1069;4000;20;300
1070;1500;200;200
1071;1500;20;300
1072;2500;120;40
1073;4500;200;80
1074;4500;120;40
1075;2500;80;300
1076;4500;40;200
1077;3500;80;200
1078;5000;80;200
1079;4000;300;40
1080;3000;200;200
1081;3500;200;120
1082;3500;40;80
1083;5000;80;40
1084;1500;200;40
1085;3000;120;80
1086;3000;120;300
1087;2500;80;80
1088;3000;40;20
1089;2500;300;200
1090;4500;300;300
1091;4500;120;20
1092;5000;200;40
1093;3500;120;200
1094;4500;120;40
1095;3500;300;300
1096;2500;200;200
1097;3000;40;20
1098;4000;300;40
1099;1000;20;120
1100;5000;120;300
1101;3000;200;80
1102;3000;120;120
1103;4000;40;120
1104;4500;300;200
1105;2500;80;40
1106;3500;80;80
1107;2000;20;20
1108;3500;300;80
1109;2500;300;80
1110;3000;300;20
1111;2500;80;40
1112;3500;300;20
1113;3000;300;120
1114;5000;120;40
1115;3000;120;120
1116;3000;120;40
1117;4500;120;300
1118;5000;20;20
1119;5000;120;200
1120;4500;200;200
1121;2500;200;200
1122;2000;300;200
1123;2000;200;40
1124;4500;300;20
1125;2500;120;80
1126;4500;40;120
1127;2000;80;200
1128;3000;300;40
1129;1500;200;300
1130;1500;300;300
1131;3500;80;40
1132;1500;300;40
1133;3000;120;20
1134;5000;80;200
1135;1500;120;300
1136;5000;40;40
1137;2500;120;120
1138;1000;80;40
1139;1500;120;200
1140;4500;120;20
1141;4500;300;80
1142;5000;120;300
1143;1500;40;80
1144;2500;80;300
1145;4000;20;200
1146;2500;80;20
1147;5000;120;300
1148;2000;40;20
1149;4500;20;200
1150;3500;80;120
1151;2000;300;20
1152;4500;200;300
1153;1000;300;80
1154;3000;40;200
1155;3500;80;300
1156;4500;80;40
1157;3500;200;300
1158;2000;80;120
1159;1500;20;300
1160;1000;20;120
1161;3000;300;300
1162;1000;80;20
1163;4000;80;200
1164;5000;200;40
1165;3000;120;200
1166;3000;120;80
1167;1500;200;40
1168;4500;120;120
1169;4000;80;120
1170;4500;200;40
1171;3500;300;80
1172;2500;20;20
1173;3000;20;300
1174;1000;40;80
1175;3000;300;20
1176;1500;200;300
1177;2500;200;80
1178;3000;80;40
1179;1000;200;200
1180;2000;40;80
1181;3500;80;200
1182;5000;200;80
1183;2000;20;20
1184;2000;300;120
1185;2000;120;20
1186;3500;80;120
1187;2500;300;300
1188;1000;40;40
1189;1000;20;120
1190;2000;80;200
1191;1500;200;80
1192;1500;120;200
1193;3500;300;20
1194;1000;80;300
1195;3500;200;200
1196;1000;200;200
1197;5000;200;20
1198;4500;20;20
1199;3000;20;40
1200;2500;120;20
1201;1500;40;300
1202;1000;80;120
1203;4500;20;40
1204;5000;200;200
1205;5000;40;120
1206;3500;300;300
1207;2500;300;200
1208;4000;200;80
1209;4000;300;120
1210;5000;40;200
1211;4500;20;120
1212;1500;120;40
1213;3000;40;80
1214;4000;120;20
1215;4000;40;20
1216;4500;200;20
1217;2000;300;300
1218;3500;20;80
1219;3000;20;200
1220;2000;20;20
1221;1000;80;40
1222;2500;20;300
1223;4500;120;80
1224;4500;40;20
1225;3000;40;200
1226;2500;200;300
1227;2000;200;120
1228;3500;20;80
1229;4000;80;40
1230;5000;300;40
1231;4000;20;80
1232;1500;80;40
1233;5000;300;120
1234;3000;200;120
1235;4000;300;40
1236;2500;200;200
1237;4000;20;40
1238;2500;40;120
1239;4000;40;80
1240;2000;80;120
1241;5000;40;300
1242;3500;20;300
1243;3500;20;20
1244;4500;120;40
1245;2500;40;300
1246;2000;120;40
1247;5000;200;300
1248;2500;120;40
1249;3000;20;120
1250;2000;300;300
1251;4000;40;300
1252;3500;300;200
1253;2500;80;20
1254;3500;20;300
1255;4500;120;120
1256;2500;40;300
1257;3500;80;300
1258;1500;200;20
1259;4000;20;40
1260;5000;40;120
1261;4000;300;40
1262;2500;40;20
1263;2500;80;80
1264;3500;300;80
1265;4500;200;120
1266;2000;80;20
1267;4500;300;120
1268;4000;80;200
1269;4500;80;120
1270;2000;20;20
1271;1000;120;20
1272;3500;300;120
1273;1000;40;40
1274;1500;40;20
1275;3500;200;20
1276;4000;120;20
1277;3000;300;20
1278;2000;200;200
1279;4500;300;300
1280;2000;120;120
1281;2500;20;200
1282;2500;20;40
1283;3000;120;300
1284;1000;300;200
1285;2500;300;80
1286;3500;20;300
1287;3500;200;120
1288;1500;300;200
1289;2500;120;200
1290;4500;80;20
1291;2000;120;20
1292;2500;20;200
1293;5000;40;120
1294;4000;40;20
1295;2000;20;40
1296;2000;200;20
1297;1500;300;40
1298;4000;120;20
1299;2000;40;20
1300;1000;300;20
1301;2500;120;40
1302;3500;40;300
1303;4500;300;200
1304;4000;80;300
1305;4000;120;300
1306;4500;20;300
1307;4500;40;20
1308;3000;300;40
1309;3000;40;20
1310;1500;300;300
1311;3500;120;200
1312;5000;80;200
1313;2000;80;300
1314;1500;40;80
1315;2000;300;80
1316;1000;20;80
1317;3500;40;20
1318;4500;120;200
1319;1000;300;40
1320;2000;200;200
1321;2000;200;300
1322;2000;120;120
1323;3500;120;20
1324;4500;300;40
1325;1500;300;120
1326;3000;80;20
1327;5000;20;40
1328;4000;120;80
1329;3500;300;200
1330;1500;300;120
1331;5000;20;80
1332;2500;200;80
1333;1500;80;300
1334;2000;200;80
1335;4000;80;80
1336;1000;200;40
1337;5000;300;20
1338;2000;80;200
1339;5000;80;200
1340;4500;80;120
1341;4000;80;300
1342;4500;300;40
1343;2500;80;40
1344;1500;20;120
1345;3500;200;80
1346;2000;20;80
1347;4500;300;200
1348;5000;300;200
1349;2000;300;80
1350;1000;20;40
1351;2000;20;120
1352;1500;80;120
1353;1000;80;200
1354;2500;40;40
1355;4500;300;300
1356;4000;120;300
1357;2000;300;300
1358;4000;20;300
1359;4500;80;20
1360;3500;40;80
1361;3500;40;80
1362;1500;20;300
1363;1500;80;20
1364;5000;300;300
1365;3000;120;40
1366;3500;200;120
1367;1500;40;300
1368;4000;200;40
1369;2500;200;40
1370;1500;40;120
1371;1500;120;120
1372;5000;20;300
1373;1500;80;80
1374;2000;40;120
1375;2000;120;80
1376;1000;80;200
1377;1000;40;40
1378;4000;40;40
1379;1500;40;80
1380;5000;40;80
1381;3500;80;40
1382;1000;120;300
1383;1500;200;40
1384;2000;40;300
1385;1500;120;300
1386;4000;20;80
1387;1000;20;120
1388;1500;200;20
1389;1000;20;20
1390;2000;80;80
1391;4000;20;300
1392;4500;80;80
1393;1000;200;80
1394;1000;40;200
1395;1500;80;40
1396;1500;200;200
1397;3000;200;200
1398;5000;200;300
1399;3000;80;200
1400;2000;20;200
1401;1000;300;300
1402;1500;80;80
1403;4000;120;200
1404;1000;300;20
1405;1000;200;200
1406;3000;40;20
1407;4000;120;40
1408;2500;20;40
1409;1000;120;80
1410;3000;20;120
1411;4500;200;200
1412;2500;40;200
1413;3000;80;300
1414;4000;120;200
1415;3500;300;40
1416;2500;200;80
1417;1500;200;200
1418;5000;300;80
1419;3000;200;200
1420;4000;120;200
1421;2500;300;200
1422;2000;120;120
1423;5000;80;120
1424;2000;200;120
1425;4000;300;120
1426;5000;20;20
1427;5000;200;200
1428;1500;120;200
1429;5000;300;20
1430;2000;40;200
1431;2000;40;40
1432;2000;300;300
1433;4000;120;120
1434;3000;120;300
1435;2500;200;40
1436;5000;300;20
1437;2500;80;20
1438;1500;20;40
1439;5000;200;20
1440;4000;40;20
1441;2000;120;40
1442;4000;20;200
1443;2500;300;20
1444;2000;120;80
1445;1500;40;200
1446;2000;40;120
1447;1000;120;80
1448;1000;200;80
1449;1500;40;200
1450;1500;80;20
1451;1500;120;200
1452;3000;120;20
1453;2500;200;40
1454;5000;300;40
1455;4500;20;200
1456;3000;200;80
1457;1500;40;80
1458;4500;300;120
1459;2000;40;40
1460;5000;200;200
1461;4500;20;20
1462;2500;80;80
1463;4500;80;200
1464;3000;80;200
1465;1000;40;120
1466;3500;20;20
1467;3500;300;40
1468;5000;200;40
1469;4500;40;40
1470;4000;120;120
1471;2500;80;40
1472;5000;300;300
1473;5000;120;200
1474;3000;20;200
1475;5000;80;80
1476;2500;80;40
1477;4500;40;300
1478;2000;200;80
1479;4500;40;20
1480;5000;120;300
1481;5000;120;300
1482;1000;300;40
1483;3500;80;120
1484;3000;80;20
1485;3500;80;80
1486;4000;300;200
1487;4500;200;20
1488;4000;20;300
1489;4500;300;80
1490;5000;20;40
1491;2500;80;80
1492;1000;80;300
1493;2000;300;120
1494;1000;300;300
1495;3500;200;300
